"transcript_year","state_name","meeting_type","n"
"2017","Missouri","BOARD OF ALDERMEN",122
"2017","Missouri","COMMITTEE",3
"2017","Missouri","MUNICIPAL COUNCIL",123
"2017","Missouri","OTHER BOARD",13
"2017","Missouri","SCHOOL BOARD",2
"2017","Missouri","UNKNOWN",4
"2017","Montana","COMMITTEE",1
"2017","Montana","COUNTY BOARD",7
"2017","Montana","COUNTY COMMISSION",26
"2017","Montana","MUNICIPAL COUNCIL",29
"2017","Montana","SCHOOL BOARD",5
"2017","Nebraska","COMMITTEE",16
"2017","Nebraska","COUNTY COMMISSION",2
"2017","Nebraska","MUNICIPAL COUNCIL",90
"2017","Nebraska","OTHER BOARD",1
"2017","Nebraska","PLANNING/ZONING BOARD/COMMISSION",1
"2017","Nebraska","SCHOOL BOARD",6
"2017","Nebraska","TOWN BOARD",1
"2017","Nevada","MUNICIPAL COUNCIL",21
"2017","Nevada","PLANNING/ZONING BOARD/COMMISSION",2
"2017","New Hampshire","BOARD OF EDUCATION",1
"2017","New Hampshire","BOARD OF SELECTMEN",112
"2017","New Hampshire","COMMITTEE",15
"2017","New Hampshire","COUNTY COMMISSION",37
"2017","New Hampshire","MUNICIPAL COUNCIL",4
"2017","New Hampshire","PLANNING/ZONING BOARD/COMMISSION",24
"2017","New Hampshire","SCHOOL BOARD",11
"2017","New Hampshire","UNKNOWN",5
"2017","New Jersey","BOARD OF EDUCATION",4
"2017","New Jersey","BOARD OF TRUSTEES",3
"2017","New Jersey","COMMITTEE",46
"2017","New Jersey","COUNTY BOARD",3
"2017","New Jersey","MUNICIPAL COUNCIL",169
"2017","New Jersey","OTHER BOARD",6
"2017","New Jersey","PLANNING/ZONING BOARD/COMMISSION",43
"2017","New Jersey","VILLAGE BOARD",1
"2017","New Mexico","COUNTY BOARD",14
"2017","New Mexico","MUNICIPAL COUNCIL",30
"2017","New York","BOARD OF COMMISSIONERS",6
"2017","New York","BOARD OF EDUCATION",9
"2017","New York","BOARD OF HEALTH",1
"2017","New York","COMMITTEE",16
"2017","New York","MUNICIPAL COUNCIL",74
"2017","New York","OTHER BOARD",33
"2017","New York","PARKS/REC BOARD/COMMISSION",1
"2017","New York","PLANNING/ZONING BOARD/COMMISSION",20
"2017","New York","TOWN BOARD",5
"2017","New York","UNKNOWN",2
"2017","New York","VILLAGE BOARD",50
"2017","North Carolina","BOARD OF ALDERMEN",20
"2017","North Carolina","BOARD OF COMMISSIONERS",34
"2017","North Carolina","BOARD OF EDUCATION",18
"2017","North Carolina","COMMITTEE",6
"2017","North Carolina","COUNTY BOARD",81
"2017","North Carolina","COUNTY COMMISSION",51
"2017","North Carolina","MUNICIPAL COUNCIL",168
"2017","North Carolina","OTHER BOARD",5
"2017","North Carolina","PARKS/REC BOARD/COMMISSION",1
"2017","North Carolina","PLANNING/ZONING BOARD/COMMISSION",13
"2017","North Dakota","BOARD OF COMMISSIONERS",3
"2017","Ohio","BOARD OF EDUCATION",30
"2017","Ohio","COMMITTEE",13
"2017","Ohio","MUNICIPAL COUNCIL",378
"2017","Ohio","OTHER BOARD",9
"2017","Ohio","PLANNING/ZONING BOARD/COMMISSION",1
"2017","Ohio","SCHOOL BOARD",24
"2017","Oklahoma","BOARD OF COMMISSIONERS",3
"2017","Oklahoma","BOARD OF EDUCATION",11
"2017","Oklahoma","COMMITTEE",2
"2017","Oklahoma","COUNTY BOARD",24
"2017","Oklahoma","COUNTY COMMISSION",12
"2017","Oklahoma","MUNICIPAL COUNCIL",90
"2017","Oklahoma","OTHER BOARD",5
"2017","Oklahoma","SCHOOL BOARD",25
"2017","Oklahoma","TOWN BOARD",2
"2017","Oklahoma","UNKNOWN",1
"2017","Oregon","BOARD OF COMMISSIONERS",1
"2017","Oregon","BOARD OF HEALTH",2
"2017","Oregon","COMMITTEE",20
"2017","Oregon","COUNTY BOARD",11
"2017","Oregon","COUNTY COMMISSION",44
"2017","Oregon","MUNICIPAL COUNCIL",325
"2017","Oregon","OTHER BOARD",22
"2017","Oregon","PLANNING/ZONING BOARD/COMMISSION",1
"2017","Oregon","SCHOOL BOARD",24
"2017","Oregon","UNKNOWN",4
"2017","Pennsylvania","BOARD OF COMMISSIONERS",2
"2017","Pennsylvania","COMMITTEE",12
"2017","Pennsylvania","COUNTY COMMISSION",11
"2017","Pennsylvania","MUNICIPAL COUNCIL",123
"2017","Pennsylvania","SCHOOL BOARD",12
"2017","Rhode Island","COMMITTEE",1
"2017","Rhode Island","MUNICIPAL COUNCIL",25
"2017","Rhode Island","SCHOOL BOARD",2
"2017","South Carolina","COMMITTEE",2
"2017","South Carolina","MUNICIPAL COUNCIL",89
"2017","South Carolina","OTHER BOARD",6
"2017","South Dakota","BOARD OF COMMISSIONERS",1
"2017","South Dakota","BOARD OF HEALTH",1
"2017","South Dakota","COMMITTEE",5
"2017","South Dakota","COUNTY BOARD",17
"2017","South Dakota","COUNTY COMMISSION",1
"2017","South Dakota","MUNICIPAL COUNCIL",829
"2017","South Dakota","OTHER BOARD",3
"2017","South Dakota","PLANNING/ZONING BOARD/COMMISSION",91
"2017","South Dakota","SCHOOL BOARD",30
"2017","Tennessee","BOARD OF COMMISSIONERS",16
"2017","Tennessee","BOARD OF EDUCATION",4
"2017","Tennessee","COMMITTEE",33
"2017","Tennessee","COUNTY BOARD",9
"2017","Tennessee","COUNTY COMMISSION",8
"2017","Tennessee","MUNICIPAL COUNCIL",59
"2017","Tennessee","UNKNOWN",1
"2017","Texas","BOARD OF COMMISSIONERS",2
"2017","Texas","BOARD OF EDUCATION",13
"2017","Texas","BOARD OF HEALTH",1
"2017","Texas","BOARD OF TRUSTEES",2
"2017","Texas","COMMITTEE",22
"2017","Texas","COUNTY COMMISSION",18
"2017","Texas","MUNICIPAL COUNCIL",211
"2017","Texas","OTHER BOARD",4
"2017","Texas","PLANNING/ZONING BOARD/COMMISSION",18
"2017","Texas","SCHOOL BOARD",11
"2017","Texas","UNKNOWN",2
"2017","Utah","BOARD OF HEALTH",1
"2017","Utah","COMMITTEE",1
"2017","Utah","COUNTY COMMISSION",1
"2017","Utah","MUNICIPAL COUNCIL",123
"2017","Utah","UNKNOWN",11
"2017","Vermont","BOARD OF COMMISSIONERS",1
"2017","Vermont","BOARD OF SELECTMEN",11
"2017","Vermont","BOARD OF TRUSTEES",6
"2017","Vermont","MUNICIPAL COUNCIL",19
"2017","Vermont","OTHER BOARD",3
"2017","Vermont","SCHOOL BOARD",35
"2017","Virginia","BOARD OF SUPERVISORS",16
"2017","Virginia","COUNTY BOARD",41
"2017","Virginia","MUNICIPAL COUNCIL",58
"2017","Virginia","OTHER BOARD",5
"2017","Virginia","SCHOOL BOARD",14
"2017","Washington","MUNICIPAL COUNCIL",211
"2017","Washington","PARKS/REC BOARD/COMMISSION",5
"2017","Washington","PLANNING/ZONING BOARD/COMMISSION",2
"2017","Washington","UNKNOWN",1
"2017","West Virginia","MUNICIPAL COUNCIL",3
"2017","Wisconsin","BOARD OF COMMISSIONERS",6
"2017","Wisconsin","COMMITTEE",18
"2017","Wisconsin","COUNTY BOARD",22
"2017","Wisconsin","MUNICIPAL COUNCIL",112
"2017","Wisconsin","OTHER BOARD",33
"2017","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",8
"2017","Wisconsin","SCHOOL BOARD",47
"2017","Wisconsin","TOWN BOARD",9
"2017","Wisconsin","UNKNOWN",1
"2017","Wisconsin","VILLAGE BOARD",30
"2017","Wyoming","MUNICIPAL COUNCIL",44
"2018","Alabama","BOARD OF COMMISSIONERS",1
"2018","Alabama","BOARD OF EDUCATION",15
"2018","Alabama","BOARD OF HEALTH",1
"2018","Alabama","COMMITTEE",35
"2018","Alabama","COUNTY BOARD",26
"2018","Alabama","COUNTY COMMISSION",8
"2018","Alabama","MUNICIPAL COUNCIL",297
"2018","Alabama","PLANNING/ZONING BOARD/COMMISSION",15
"2018","Alabama","UNKNOWN",2
"2018","Arizona","MUNICIPAL COUNCIL",148
"2018","Arizona","OTHER BOARD",3
"2018","Arizona","PARKS/REC BOARD/COMMISSION",2
"2018","Arizona","PLANNING/ZONING BOARD/COMMISSION",10
"2018","Arizona","SCHOOL BOARD",12
"2018","Arizona","UNKNOWN",1
"2018","Arkansas","COMMITTEE",8
"2018","Arkansas","MUNICIPAL COUNCIL",64
"2018","Arkansas","OTHER BOARD",2
"2018","Arkansas","PLANNING/ZONING BOARD/COMMISSION",1
"2018","California","BOARD OF EDUCATION",1
"2018","California","BOARD OF HEALTH",1
"2018","California","BOARD OF SUPERVISORS",5
"2018","California","COMMITTEE",38
"2018","California","COUNTY BOARD",9
"2018","California","MUNICIPAL COUNCIL",1036
"2018","California","OTHER BOARD",83
"2018","California","PARKS/REC BOARD/COMMISSION",4
"2018","California","PLANNING/ZONING BOARD/COMMISSION",9
"2018","California","SCHOOL BOARD",69
"2018","California","UNKNOWN",44
"2018","Colorado","BOARD OF TRUSTEES",18
"2018","Colorado","COUNTY BOARD",1
"2018","Colorado","COUNTY COMMISSION",20
"2018","Colorado","MUNICIPAL COUNCIL",94
"2018","Colorado","SCHOOL BOARD",1
"2018","Colorado","UNKNOWN",1
"2018","Connecticut","BOARD OF EDUCATION",10
"2018","Connecticut","MUNICIPAL COUNCIL",47
"2018","Florida","MUNICIPAL COUNCIL",68
"2018","Florida","OTHER BOARD",5
"2018","Georgia","BOARD OF COMMISSIONERS",2
"2018","Georgia","BOARD OF EDUCATION",20
"2018","Georgia","COUNTY BOARD",12
"2018","Georgia","COUNTY COMMISSION",3
"2018","Georgia","MUNICIPAL COUNCIL",62
"2018","Georgia","PLANNING/ZONING BOARD/COMMISSION",10
"2018","Idaho","BOARD OF COMMISSIONERS",11
"2018","Idaho","MUNICIPAL COUNCIL",39
"2018","Idaho","PARKS/REC BOARD/COMMISSION",1
"2018","Illinois","BOARD OF COMMISSIONERS",1
"2018","Illinois","BOARD OF EDUCATION",15
"2018","Illinois","BOARD OF HEALTH",5
"2018","Illinois","COMMITTEE",152
"2018","Illinois","COUNTY BOARD",9
"2018","Illinois","MUNICIPAL COUNCIL",240
"2018","Illinois","OTHER BOARD",4
"2018","Illinois","PLANNING/ZONING BOARD/COMMISSION",26
"2018","Illinois","SCHOOL BOARD",1
"2018","Illinois","TOWN BOARD",6
"2018","Illinois","UNKNOWN",9
"2018","Illinois","VILLAGE BOARD",154
"2018","Indiana","COUNTY COMMISSION",20
"2018","Indiana","MUNICIPAL COUNCIL",42
"2018","Indiana","OTHER BOARD",19
"2018","Indiana","UNKNOWN",3
"2018","Iowa","COMMITTEE",7
"2018","Iowa","MUNICIPAL COUNCIL",141
"2018","Iowa","PLANNING/ZONING BOARD/COMMISSION",7
"2018","Iowa","UNKNOWN",1
"2018","Kansas","MUNICIPAL COUNCIL",43
"2018","Kentucky","MUNICIPAL COUNCIL",45
"2018","Kentucky","SCHOOL BOARD",1
"2018","Kentucky","UNKNOWN",1
"2018","Maine","BOARD OF SELECTMEN",6
"2018","Maine","COMMITTEE",6
"2018","Maine","MUNICIPAL COUNCIL",30
"2018","Maine","OTHER BOARD",1
"2018","Maine","PLANNING/ZONING BOARD/COMMISSION",6
"2018","Maine","SCHOOL BOARD",15
"2018","Maryland","BOARD OF COMMISSIONERS",19
"2018","Massachusetts","BOARD OF COMMISSIONERS",19
"2018","Massachusetts","BOARD OF HEALTH",13
"2018","Massachusetts","BOARD OF SELECTMEN",198
"2018","Massachusetts","COMMITTEE",154
"2018","Massachusetts","MUNICIPAL COUNCIL",68
"2018","Massachusetts","PLANNING/ZONING BOARD/COMMISSION",72
"2018","Massachusetts","SCHOOL BOARD",54
"2018","Massachusetts","SPECIAL COMMISSION",4
"2018","Massachusetts","TOWN BOARD",1
"2018","Massachusetts","UNKNOWN",1
"2018","Michigan","BOARD OF COMMISSIONERS",8
"2018","Michigan","BOARD OF EDUCATION",25
"2018","Michigan","BOARD OF TRUSTEES",19
"2018","Michigan","COMMITTEE",36
"2018","Michigan","COUNTY BOARD",36
"2018","Michigan","COUNTY COMMISSION",3
"2018","Michigan","MUNICIPAL COUNCIL",495
"2018","Michigan","OTHER BOARD",16
"2018","Michigan","PLANNING/ZONING BOARD/COMMISSION",5
"2018","Michigan","SCHOOL BOARD",4
"2018","Michigan","TOWN BOARD",12
"2018","Michigan","UNKNOWN",6
"2018","Michigan","VILLAGE BOARD",3
"2018","Minnesota","BOARD OF COMMISSIONERS",3
"2018","Minnesota","BOARD OF HEALTH",20
"2018","Minnesota","COMMITTEE",210
"2018","Minnesota","MUNICIPAL COUNCIL",359
"2018","Minnesota","OTHER BOARD",10
"2018","Minnesota","PARKS/REC BOARD/COMMISSION",2
"2018","Minnesota","PLANNING/ZONING BOARD/COMMISSION",6
"2018","Minnesota","SCHOOL BOARD",57
"2018","Minnesota","SPECIAL COMMISSION",1
"2018","Minnesota","UNKNOWN",3
"2018","Mississippi","BOARD OF ALDERMEN",1
"2018","Mississippi","MUNICIPAL COUNCIL",45
"2018","Mississippi","UNKNOWN",1
"2018","Missouri","BOARD OF ALDERMEN",131
"2018","Missouri","BOARD OF EDUCATION",2
"2018","Missouri","COMMITTEE",10
"2018","Missouri","COUNTY COMMISSION",7
"2018","Missouri","MUNICIPAL COUNCIL",207
"2018","Missouri","OTHER BOARD",19
"2018","Missouri","PLANNING/ZONING BOARD/COMMISSION",3
"2018","Missouri","SCHOOL BOARD",1
"2018","Montana","COUNTY BOARD",4
"2018","Montana","COUNTY COMMISSION",18
"2018","Montana","MUNICIPAL COUNCIL",28
"2018","Nebraska","COMMITTEE",22
"2018","Nebraska","COUNTY COMMISSION",15
"2018","Nebraska","MUNICIPAL COUNCIL",185
"2018","Nebraska","PLANNING/ZONING BOARD/COMMISSION",7
"2018","Nebraska","SCHOOL BOARD",9
"2018","Nebraska","TOWN BOARD",1
"2018","Nevada","MUNICIPAL COUNCIL",20
"2018","Nevada","OTHER BOARD",1
"2018","New Hampshire","BOARD OF EDUCATION",1
"2018","New Hampshire","BOARD OF SELECTMEN",156
"2018","New Hampshire","COMMITTEE",6
"2018","New Hampshire","COUNTY COMMISSION",63
"2018","New Hampshire","MUNICIPAL COUNCIL",2
"2018","New Hampshire","PLANNING/ZONING BOARD/COMMISSION",15
"2018","New Hampshire","SCHOOL BOARD",11
"2018","New Hampshire","UNKNOWN",5
"2018","New Jersey","BOARD OF COMMISSIONERS",6
"2018","New Jersey","BOARD OF EDUCATION",2
"2018","New Jersey","BOARD OF TRUSTEES",7
"2018","New Jersey","COMMITTEE",86
"2018","New Jersey","MUNICIPAL COUNCIL",282
"2018","New Jersey","OTHER BOARD",1
"2018","New Jersey","PLANNING/ZONING BOARD/COMMISSION",84
"2018","New Jersey","TOWN BOARD",6
"2018","New Mexico","COUNTY BOARD",25
"2018","New Mexico","MUNICIPAL COUNCIL",44
"2018","New York","BOARD OF COMMISSIONERS",7
"2018","New York","COMMITTEE",28
"2018","New York","MUNICIPAL COUNCIL",88
"2018","New York","OTHER BOARD",35
"2018","New York","PARKS/REC BOARD/COMMISSION",1
"2018","New York","PLANNING/ZONING BOARD/COMMISSION",26
"2018","New York","TOWN BOARD",11
"2018","New York","UNKNOWN",2
"2018","New York","VILLAGE BOARD",83
"2018","North Carolina","BOARD OF ALDERMEN",43
"2018","North Carolina","BOARD OF COMMISSIONERS",65
"2018","North Carolina","BOARD OF EDUCATION",20
"2018","North Carolina","BOARD OF SELECTMEN",1
"2018","North Carolina","CITY COMMISSION",1
"2018","North Carolina","COMMITTEE",28
"2018","North Carolina","COUNTY BOARD",89
"2018","North Carolina","COUNTY COMMISSION",72
"2018","North Carolina","MUNICIPAL COUNCIL",295
"2018","North Carolina","OTHER BOARD",10
"2018","North Carolina","PARKS/REC BOARD/COMMISSION",3
"2018","North Carolina","PLANNING/ZONING BOARD/COMMISSION",6
"2018","North Dakota","BOARD OF COMMISSIONERS",2
"2018","Ohio","BOARD OF COMMISSIONERS",2
"2018","Ohio","BOARD OF EDUCATION",41
"2018","Ohio","BOARD OF HEALTH",1
"2018","Ohio","BOARD OF TRUSTEES",1
"2018","Ohio","COMMITTEE",46
"2018","Ohio","COUNTY COMMISSION",3
"2018","Ohio","MUNICIPAL COUNCIL",453
"2018","Ohio","OTHER BOARD",15
"2018","Ohio","PARKS/REC BOARD/COMMISSION",7
"2018","Ohio","PLANNING/ZONING BOARD/COMMISSION",9
"2018","Ohio","SCHOOL BOARD",7
"2018","Ohio","TOWN BOARD",6
"2018","Ohio","UNKNOWN",2
"2018","Oklahoma","BOARD OF COMMISSIONERS",5
"2018","Oklahoma","BOARD OF EDUCATION",14
"2018","Oklahoma","COMMITTEE",2
"2018","Oklahoma","COUNTY BOARD",48
"2018","Oklahoma","COUNTY COMMISSION",78
"2018","Oklahoma","MUNICIPAL COUNCIL",167
"2018","Oklahoma","OTHER BOARD",17
"2018","Oklahoma","SCHOOL BOARD",18
"2018","Oklahoma","TOWN BOARD",1
"2018","Oregon","BOARD OF COMMISSIONERS",1
"2018","Oregon","BOARD OF HEALTH",3
"2018","Oregon","COMMITTEE",30
"2018","Oregon","COUNTY BOARD",23
"2018","Oregon","COUNTY COMMISSION",61
"2018","Oregon","MUNICIPAL COUNCIL",282
"2018","Oregon","OTHER BOARD",21
"2018","Oregon","PLANNING/ZONING BOARD/COMMISSION",1
"2018","Oregon","SCHOOL BOARD",25
"2018","Oregon","UNKNOWN",4
"2018","Pennsylvania","BOARD OF COMMISSIONERS",2
"2018","Pennsylvania","COMMITTEE",14
"2018","Pennsylvania","COUNTY COMMISSION",1
"2018","Pennsylvania","COUNTY COUNCIL",1
"2018","Pennsylvania","MUNICIPAL COUNCIL",88
"2018","Pennsylvania","OTHER BOARD",1
"2018","Pennsylvania","PARKS/REC BOARD/COMMISSION",1
"2018","Pennsylvania","PLANNING/ZONING BOARD/COMMISSION",1
"2018","Pennsylvania","SCHOOL BOARD",18
"2018","Rhode Island","MUNICIPAL COUNCIL",24
"2018","South Carolina","BOARD OF TRUSTEES",1
"2018","South Carolina","COUNTY COUNCIL",1
"2018","South Carolina","MUNICIPAL COUNCIL",144
"2018","South Carolina","OTHER BOARD",4
"2018","South Carolina","PLANNING/ZONING BOARD/COMMISSION",7
"2018","South Carolina","SCHOOL BOARD",2
"2018","South Dakota","BOARD OF COMMISSIONERS",1
"2018","South Dakota","BOARD OF HEALTH",1
"2018","South Dakota","COMMITTEE",16
"2018","South Dakota","COUNTY BOARD",29
"2018","South Dakota","MUNICIPAL COUNCIL",585
"2018","South Dakota","OTHER BOARD",1
"2018","South Dakota","PARKS/REC BOARD/COMMISSION",1
"2018","South Dakota","PLANNING/ZONING BOARD/COMMISSION",45
"2018","South Dakota","SCHOOL BOARD",46
"2018","South Dakota","SPECIAL COMMISSION",1
"2018","South Dakota","UNKNOWN",1
"2018","Tennessee","BOARD OF ALDERMEN",5
"2018","Tennessee","BOARD OF COMMISSIONERS",30
"2018","Tennessee","BOARD OF EDUCATION",5
"2018","Tennessee","BOARD OF HEALTH",7
"2018","Tennessee","COMMITTEE",50
"2018","Tennessee","COUNTY BOARD",9
"2018","Tennessee","COUNTY COMMISSION",8
"2018","Tennessee","MUNICIPAL COUNCIL",206
"2018","Tennessee","OTHER BOARD",10
"2018","Tennessee","PARKS/REC BOARD/COMMISSION",1
"2018","Tennessee","PLANNING/ZONING BOARD/COMMISSION",7
"2018","Tennessee","SCHOOL BOARD",8
"2018","Tennessee","UNKNOWN",7
"2018","Texas","BOARD OF EDUCATION",18
"2018","Texas","COMMITTEE",52
"2018","Texas","COUNTY COMMISSION",48
"2018","Texas","MUNICIPAL COUNCIL",318
"2018","Texas","OTHER BOARD",26
"2018","Texas","PARKS/REC BOARD/COMMISSION",1
"2018","Texas","PLANNING/ZONING BOARD/COMMISSION",28
"2018","Texas","SCHOOL BOARD",6
"2018","Texas","UNKNOWN",11
"2018","Utah","BOARD OF HEALTH",1
"2018","Utah","COMMITTEE",2
"2018","Utah","COUNTY COMMISSION",1
"2018","Utah","MUNICIPAL COUNCIL",216
"2018","Utah","OTHER BOARD",1
"2018","Utah","PLANNING/ZONING BOARD/COMMISSION",2
"2018","Utah","UNKNOWN",12
"2018","Vermont","BOARD OF COMMISSIONERS",2
"2018","Vermont","BOARD OF SELECTMEN",16
"2018","Vermont","BOARD OF TRUSTEES",4
"2018","Vermont","COMMITTEE",1
"2018","Vermont","MUNICIPAL COUNCIL",22
"2018","Vermont","OTHER BOARD",2
"2018","Vermont","SCHOOL BOARD",42
"2018","Virginia","BOARD OF EDUCATION",2
"2018","Virginia","BOARD OF HEALTH",1
"2018","Virginia","BOARD OF SUPERVISORS",22
"2018","Virginia","COMMITTEE",6
"2018","Virginia","COUNTY BOARD",40
"2018","Virginia","MUNICIPAL COUNCIL",91
"2018","Virginia","OTHER BOARD",11
"2018","Virginia","PLANNING/ZONING BOARD/COMMISSION",2
"2018","Virginia","SCHOOL BOARD",21
"2018","Washington","BOARD OF COMMISSIONERS",1
"2018","Washington","COMMITTEE",7
"2018","Washington","MUNICIPAL COUNCIL",333
"2018","Washington","OTHER BOARD",2
"2018","Washington","PARKS/REC BOARD/COMMISSION",2
"2018","Washington","PLANNING/ZONING BOARD/COMMISSION",3
"2018","West Virginia","COMMITTEE",1
"2018","West Virginia","MUNICIPAL COUNCIL",4
"2018","Wisconsin","BOARD OF COMMISSIONERS",8
"2018","Wisconsin","BOARD OF EDUCATION",3
"2018","Wisconsin","BOARD OF HEALTH",1
"2018","Wisconsin","COMMITTEE",9
"2018","Wisconsin","COUNTY BOARD",24
"2018","Wisconsin","COUNTY COMMISSION",3
"2018","Wisconsin","MUNICIPAL COUNCIL",134
"2018","Wisconsin","OTHER BOARD",28
"2018","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",12
"2018","Wisconsin","SCHOOL BOARD",62
"2018","Wisconsin","TOWN BOARD",12
"2018","Wisconsin","UNKNOWN",1
"2018","Wisconsin","VILLAGE BOARD",12
"2018","Wyoming","MUNICIPAL COUNCIL",54
"2019","Alabama","BOARD OF EDUCATION",3
"2019","Alabama","COMMITTEE",41
"2019","Alabama","COUNTY BOARD",24
"2019","Alabama","COUNTY COMMISSION",44
"2019","Alabama","MUNICIPAL COUNCIL",307
"2019","Alabama","PLANNING/ZONING BOARD/COMMISSION",18
"2019","Arizona","BOARD OF COMMISSIONERS",5
"2019","Arizona","MUNICIPAL COUNCIL",140
"2019","Arizona","PARKS/REC BOARD/COMMISSION",1
"2019","Arizona","PLANNING/ZONING BOARD/COMMISSION",8
"2019","Arizona","SCHOOL BOARD",7
"2019","Arizona","UNKNOWN",1
"2019","Arkansas","BOARD OF HEALTH",1
"2019","Arkansas","COMMITTEE",28
"2019","Arkansas","MUNICIPAL COUNCIL",51
"2019","Arkansas","OTHER BOARD",2
"2019","Arkansas","PLANNING/ZONING BOARD/COMMISSION",6
"2019","California","BOARD OF COMMISSIONERS",1
"2019","California","BOARD OF EDUCATION",3
"2019","California","BOARD OF SUPERVISORS",8
"2019","California","COMMITTEE",22
"2019","California","COUNTY BOARD",10
"2019","California","MUNICIPAL COUNCIL",1367
"2019","California","OTHER BOARD",25
"2019","California","PARKS/REC BOARD/COMMISSION",10
"2019","California","PLANNING/ZONING BOARD/COMMISSION",30
"2019","California","SCHOOL BOARD",75
"2019","California","UNKNOWN",37
"2019","Colorado","BOARD OF TRUSTEES",12
"2019","Colorado","COUNTY COMMISSION",5
"2019","Colorado","MUNICIPAL COUNCIL",99
"2019","Colorado","OTHER BOARD",2
"2019","Colorado","UNKNOWN",1
"2019","Connecticut","BOARD OF EDUCATION",9
"2019","Connecticut","MUNICIPAL COUNCIL",50
"2019","Connecticut","OTHER BOARD",3
"2019","Florida","MUNICIPAL COUNCIL",62
"2019","Florida","PLANNING/ZONING BOARD/COMMISSION",6
"2019","Georgia","BOARD OF EDUCATION",15
"2019","Georgia","COUNTY BOARD",7
"2019","Georgia","COUNTY COMMISSION",3
"2019","Georgia","MUNICIPAL COUNCIL",38
"2019","Georgia","PLANNING/ZONING BOARD/COMMISSION",9
"2019","Idaho","BOARD OF COMMISSIONERS",33
"2019","Idaho","BOARD OF HEALTH",1
"2019","Idaho","COMMITTEE",1
"2019","Idaho","COUNTY BOARD",20
"2019","Idaho","COUNTY COMMISSION",14
"2019","Idaho","MUNICIPAL COUNCIL",80
"2019","Idaho","PLANNING/ZONING BOARD/COMMISSION",1
"2019","Idaho","UNKNOWN",10
"2019","Illinois","BOARD OF COMMISSIONERS",4
"2019","Illinois","BOARD OF EDUCATION",9
"2019","Illinois","BOARD OF HEALTH",5
"2019","Illinois","COMMITTEE",145
"2019","Illinois","COUNTY BOARD",5
"2019","Illinois","MUNICIPAL COUNCIL",240
"2019","Illinois","OTHER BOARD",7
"2019","Illinois","PLANNING/ZONING BOARD/COMMISSION",15
"2019","Illinois","SCHOOL BOARD",3
"2019","Illinois","UNKNOWN",12
"2019","Illinois","VILLAGE BOARD",142
"2019","Indiana","COUNTY COMMISSION",10
"2019","Indiana","MUNICIPAL COUNCIL",30
"2019","Indiana","OTHER BOARD",23
"2019","Iowa","COMMITTEE",34
"2019","Iowa","MUNICIPAL COUNCIL",129
"2019","Iowa","PLANNING/ZONING BOARD/COMMISSION",5
"2019","Kansas","MUNICIPAL COUNCIL",32
"2019","Kentucky","MUNICIPAL COUNCIL",41
"2019","Kentucky","SCHOOL BOARD",1
"2019","Maine","BOARD OF SELECTMEN",1
"2019","Maine","CITY COMMISSION",1
"2019","Maine","COMMITTEE",19
"2019","Maine","MUNICIPAL COUNCIL",49
"2019","Maine","OTHER BOARD",3
"2019","Maine","PLANNING/ZONING BOARD/COMMISSION",6
"2019","Maine","SCHOOL BOARD",7
"2019","Maryland","BOARD OF COMMISSIONERS",18
"2019","Massachusetts","BOARD OF COMMISSIONERS",18
"2019","Massachusetts","BOARD OF EDUCATION",2
"2019","Massachusetts","BOARD OF HEALTH",12
"2019","Massachusetts","BOARD OF SELECTMEN",171
"2019","Massachusetts","COMMITTEE",136
"2019","Massachusetts","MUNICIPAL COUNCIL",57
"2019","Massachusetts","OTHER BOARD",1
"2019","Massachusetts","PLANNING/ZONING BOARD/COMMISSION",51
"2019","Massachusetts","SCHOOL BOARD",75
"2019","Massachusetts","TOWN BOARD",1
"2019","Massachusetts","UNKNOWN",2
"2019","Michigan","BOARD OF COMMISSIONERS",1
"2019","Michigan","BOARD OF EDUCATION",19
"2019","Michigan","BOARD OF TRUSTEES",22
"2019","Michigan","COMMITTEE",30
"2019","Michigan","COUNTY BOARD",13
"2019","Michigan","MUNICIPAL COUNCIL",423
"2019","Michigan","OTHER BOARD",40
"2019","Michigan","PLANNING/ZONING BOARD/COMMISSION",11
"2019","Michigan","SCHOOL BOARD",4
"2019","Michigan","TOWN BOARD",11
"2019","Michigan","UNKNOWN",9
"2019","Minnesota","BOARD OF COMMISSIONERS",23
"2019","Minnesota","BOARD OF EDUCATION",1
"2019","Minnesota","BOARD OF HEALTH",20
"2019","Minnesota","COMMITTEE",212
"2019","Minnesota","COUNTY BOARD",5
"2019","Minnesota","MUNICIPAL COUNCIL",361
"2019","Minnesota","OTHER BOARD",4
"2019","Minnesota","PARKS/REC BOARD/COMMISSION",9
"2019","Minnesota","PLANNING/ZONING BOARD/COMMISSION",22
"2019","Minnesota","SCHOOL BOARD",47
"2019","Minnesota","SPECIAL COMMISSION",19
"2019","Minnesota","UNKNOWN",4
"2019","Mississippi","BOARD OF ALDERMEN",207
"2019","Mississippi","MUNICIPAL COUNCIL",84
"2019","Mississippi","OTHER BOARD",1
"2019","Missouri","BOARD OF ALDERMEN",138
"2019","Missouri","BOARD OF EDUCATION",17
"2019","Missouri","COMMITTEE",41
"2019","Missouri","COUNTY BOARD",3
"2019","Missouri","COUNTY COMMISSION",14
